listing_url,car_code,car_model,price,brand,fuel_type,engine_type,battery_type,drive_type,transmission,power_kw,torque_nm,top_speed_kmh,vehicle_type,seating_capacity,boot_capacity_litres,battery_capacity_kwh,drive_range_km,energy_consumption_km_per_kwh,ac_charging_rate_kw,ac_charging_time_h,dc_charging_rate_kw,dc_charging_time_h,fuel_tank_capacity_litres,mileage
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=21690,21690,Toyota GR86,152888.0,Toyota,Petrol,"4-cylinder, 16-valve DOHC",,Rear-wheel drive,6-speed (M),172.0,250.0,226.0,Sports,4.0,237.0,,,,,,,,50.0,11.5
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=21840,21840,Volkswagen ID.4 Electric,194900.0,Volkswagen,Electric,Electric motor,Lithium-ion,Rear-wheel drive,Single-speed (A),210.0,545.0,180.0,SUV,5.0,543.0,82.0,550.0,4.7,11.0,7.5,135.0,0.6,,
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=21648,21648,Citroen e-C4 Electric,164999.0,Citroen,Electric,Electric Motor,Lithium Ion,Front-wheel drive,Single-speed (A),97.0,260.0,150.0,SUV,5.0,3801250.0,50.0,363.0,6.9,11.0,5.1,100.0,0.5,,
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=21779,21779,Mercedes-Benz CLA-Class Coupe Mild Hybrid,259888.0,Mercedes-Benz,Petrol-Electric,4-cylinder in-line 16-valve Turbocharged,unknown,Front-wheel drive,7G-DCT (A),,270.0,229.0,Sedan,5.0,460.0,,,,,,,,43.0,16.1
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=12003,12003,Honda Freed Hybrid 2020,178600.0,Honda,Petrol-Electric,4-cylinder DOHC i-VTEC,Lithium ion,Front-wheel drive,7-speed DCT (A),81.0,134.0,,MPV,,,,,,,,,,36.0,25.0
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=21970,21970,XPENG X9 Electric,344999.0,XPENG,Electric,Electric Motor,Lithium-ion,Front-wheel drive,Single-Speed (A),235.0,450.0,200.0,MPV,7.0,755.0,84.5,500.0,5.0,11.0,11.0,283.0,0.3,,
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=12700,12700,Skoda Kamiq,171900.0,Skoda,Petrol,3-cylinder in-line 12-valve Turbocharged,,Front-wheel drive,7-speed (A) DSG,85.0,200.0,195.0,SUV,5.0,4001395.0,,,,,,,,50.0,16.4
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=21963,21963,ORA 07 Electric,203999.0,ORA,Electric,Electric Motor,Lithium-ion,Front-wheel drive,Single-Speed (A),150.0,340.0,170.0,Sedan,5.0,333.0,83.5,570.0,6.3,11.0,8.5,88.0,0.5,,
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=21665,21665,Nissan X-Trail e-POWER e-4ORCE Hybrid,239800.0,Nissan,Petrol-Electric,3-cylinder in-line 12-valve DOHC Turbocharged,Lithium-ion,All-wheel drive,Single-speed reduction gear (A),106.0,330.0,,SUV,7.0,485.0,,,,,,,,55.0,14.93
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=12835,12835,BMW iX3 Electric,335888.0,BMW,Electric,Electric Motor,Lithium-ion,Rear-wheel drive,Single-speed (A),210.0,400.0,180.0,SUV,5.0,5101560.0,73.9,460.0,5.15,11.0,7.5,150.0,0.5,,
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=21727,21727,Suzuki S-Cross Mild Hybrid,169888.0,Suzuki,Petrol-Electric,4-cylinder Turbocharged,Lithium-ion,Front-wheel drive,6-speed (A),,235.0,195.0,SUV,5.0,440.0,,,,,,,,47.0,17.5
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=21534,21534,Mazda MX-30 Electric,170800.0,Mazda,Electric,AC Synchronous Motor,Lithium-ion,Front-wheel drive,Single-speed (A),107.0,271.0,140.0,SUV,5.0,366.0,35.5,224.0,6.7,11.0,3.5,50.0,0.5,,
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=21487,21487,Lexus NX 350h Hybrid,352800.0,Lexus,Petrol-Electric,4-cylinder in-line 16-valve,Lithium-ion,All-wheel drive,E-CVT (A),140.0,239.0,200.0,SUV,5.0,520.0,,,,,,,,55.0,20.0
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=21810,21810,Kia EV9 Electric,289999.0,Kia,Electric,Dual Electric Motor,Lithium-ion,All-wheel drive,Single-speed (A),283.0,700.0,200.0,SUV,6.0,3332393.0,99.8,512.0,4.5,11.0,8.7,350.0,0.4,,
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=12597,12597,SsangYong Musso Grand Diesel,173900.0,SsangYong Past Cars,Diesel (Euro VI),4-cylinder in-line Turbocharged,,Rear-wheel drive,6-speed (A),133.0,420.0,172.0,Commercial,5.0,1262.0,,,,,,,,75.0,11.5
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=21697,21697,Land Rover Defender 130 Mild Hybrid,393888.0,Land Rover Past Cars,Petrol-Electric,6-cylinder in-line 24-valve Twin-Turbocharged,Lithium-ion,All-wheel drive,8-speed (A),,550.0,191.0,SUV,8.0,3891232.0,,,,,,,,90.0,8.1
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=21606,21606,Porsche Taycan Sport Turismo Electric,,Porsche Past Cars,Electric,Permanent Magnet Synchronous Motors,Lithium-ion,All-wheel drive,2-speed (A),280.0,357.0,230.0,Sports,5.0,446.0,93.4,435.0,5.3,22.0,7.5,270.0,0.5,,
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=11850,11850,Aston Martin DB11,799000.0,Aston Martin Past Cars,Petrol,4.0 Litre Twin-Turbo V8,,Rear-wheel drive,8-speed (A),394.0,675.0,309.0,Sports,4.0,270.0,,,,,,,,78.0,10.1
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=12303,12303,Aston Martin DB11 Volante,849000.0,Aston Martin Past Cars,Petrol,V8 32-valve QOHC Twin turbocharged,,Rear-wheel drive,8-speed (A),375.0,675.0,300.0,Sports,,270.0,,,,,,,,78.0,10.0
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=12816,12816,Honda Jazz Hybrid,157999.0,Honda,Petrol-Electric,4-cylinder in-line 16-valve DOHC i-VTEC,Lithium-ion,Front-wheel drive,E-CVT (A),78.0,,,Hatchback,5.0,,,,,,,,,40.0,22.7
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=21857,21857,smart #1 electric,220000.0,smart,Electric,Electric Motor,Lithium nickel manganese cobalt oxides,Rear-wheel drive,Single-speed (A),200.0,343.0,,SUV,5.0,323.0,66.0,420.0,5.7,7.4,7.5,150.0,0.5,,
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=21544,21544,BMW 2 Series Active Tourer,222888.0,BMW,Petrol,3-cylinder in-line 12-valve TwinPower Turbocharged,,Front-wheel drive,7-speed (A) Steptronic DCT,90.0,230.0,206.0,Hatchback,5.0,4701455.0,,,,,,,,54.0,14.7
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=21804,21804,Citroen e-C4 X Sedan Electric,170999.0,Citroen,Electric,Electric Motor,Lithium Ion,Front-wheel drive,Single-speed (A),100.0,270.0,150.0,Sedan,5.0,510.0,54.0,436.0,7.1,11.0,3.2,100.0,0.5,,
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=21739,21739,Polestar 3 Electric,476000.0,Polestar,Electric,Dual electric motor,Lithium-ion,All-wheel drive,Single-speed (A),360.0,840.0,210.0,SUV,5.0,484.0,111.0,632.0,4.6,11.0,11.0,250.0,0.5,,
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=12423,12423,Audi A6 Sedan Mild Hybrid,304999.0,Audi,Petrol-Electric,4-cylinder in-line 16-valve Turbocharged,Lithium-ion,Front-wheel drive,7-speed (A) S tronic,140.0,320.0,246.0,Luxury Sedan,5.0,530.0,,,,,,,,73.0,13.2
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=21841,21841,Volkswagen ID.5 Electric,209900.0,Volkswagen,Electric,Electric Motor,Lithium-ion,Rear-wheel drive,Single-speed (A),210.0,545.0,180.0,SUV,5.0,549.0,82.0,556.0,4.7,11.0,7.5,135.0,0.6,,
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=21800,21800,Mercedes-Benz CLE-Class Coupe Mild Hybrid,353888.0,Mercedes-Benz,Petrol-Electric,4-cylinder in-line 16-valve Turbocharged,Lithium-ion,Rear-wheel drive,9G-Tronic (A),125.0,250.0,225.0,Sports,4.0,420.0,,,,,,,,66.0,14.1
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=21653,21653,Lexus RX 350h Hybrid,422800.0,Lexus,Petrol-Electric,4-cylinder 16-valve in-line,Nickel Metal Hydride Battery,All-wheel drive,E-CVT (A),140.0,239.0,200.0,SUV,5.0,612.0,,,,,,,,,17.8
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=12315,12315,Mercedes-Benz A-Class Hatchback,199800.0,Mercedes-Benz,Petrol,4-cylinder in-line 16-valve Turbocharged,,Front-wheel drive,7G-DCT (A),100.0,200.0,215.0,Hatchback,5.0,370.0,,,,,,,,43.0,22.6
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=21817,21817,MG M9 EV,274888.0,MG,Electric,Electric Motor,Ternary Lithium,Front-wheel drive,Single-speed (A) Reduction Gear,180.0,350.0,180.0,MPV,7.0,,90.0,435.0,4.6,11.0,8.5,150.0,0.5,,
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=21601,21601,Mercedes-Benz EQB Electric,301888.0,Mercedes-Benz,Electric,Electric Motor,Lithium-ion,Front-wheel drive,Single-speed (A),140.0,385.0,160.0,SUV,5.0,465.0,70.5,569.0,5.4,11.0,,100.0,,,
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=12486,12486,Mazda 3 Hatchback Mild Hybrid,197888.0,Mazda,Petrol-Electric,4-cylinder in-line 16-valve DOHC SKYACTIV-G,Lithium-ion,Front-wheel drive,6-speed (A),88.0,153.0,193.0,Hatchback,5.0,295.0,,,,,,,,51.0,16.9
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=12812,12812,Hyundai Palisade,310999.0,Hyundai,Petrol,V6,,Front-wheel drive,8-speed (A),204.0,336.0,,SUV,7.0,311704.0,,,,,,,,71.0,10.5
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=11787,11787,Honda Shuttle Hybrid,183900.0,Honda,Petrol-Electric,4-cylinder in-line 16-valve Water-cooled,Lithium ion,Front-wheel drive,7-speed (A) DCT,81.0,134.0,200.0,Stationwagon,5.0,470.0,,,,,,,,32.0,33.2
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=12306,12306,Aston Martin V12 DBS,1250000.0,Aston Martin Past Cars,Petrol,V12 48-valve QOHC Bi-Turbocharged,,Rear-wheel drive,8-speed (A),533.0,900.0,340.0,Sports,4.0,280.0,,,,,,,,80.0,8.0
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=12708,12708,Aston Martin DBX,,Aston Martin Past Cars,Petrol,V8 Twin-Turbocharged,,All-wheel drive,9-speed (A),404.0,700.0,291.0,SUV,,638.0,,,,,,,,87.0,7.0
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=12390,12390,Toyota Noah,,Toyota Past Cars,Petrol,4-cylinder in-line 16-valve DOHC,,Front-wheel drive,Super CVT (A),112.0,193.0,,MPV,,,,,,,,,,55.0,16.0
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=12561,12561,Mercedes-Benz A-Class Saloon,212888.0,Mercedes-Benz Past Cars,Petrol,4-cylinder in-line Turbocharged,,Front-wheel drive,7G-DCT (A),119.0,250.0,230.0,Luxury Sedan,5.0,420.0,,,,,,,,43.0,18.2
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=12515,12515,Jeep Wrangler Sahara 2-Door,304888.0,Jeep Past Cars,Petrol,4-cylinder in-line 16-valve Turbocharged,,All-wheel drive (Selectable),8-speed (A),200.0,400.0,199.0,SUV,5.0,3651328.0,,,,,,,,81.4,11.8
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=21959,21959,NETA X Electric,161888.0,NETA,Electric,Electric Motor,Lithium Iron Phosphate,Front-wheel drive,Single-speed (A),100.0,210.0,150.0,SUV,5.0,5081388.0,62.0,410.0,5.9,6.6,8.0,100.0,0.5,,
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=21770,21770,Toyota Vellfire Hybrid,403888.0,Toyota,Petrol-Electric,4-cylinder in-line 16-valve DOHC chain drive with Dual VVT-i,Nickel-metal hydride battery,Front-wheel drive,CVT (A),140.0,239.0,180.0,MPV,6.0,1101191.0,,,,,,,,60.0,17.2
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=12454,12454,Porsche Macan,269088.0,Porsche,Petrol,4-cylinder in-line Turbocharged,,All-wheel drive,7-speed (A) PDK,195.0,400.0,232.0,SUV,5.0,488.0,,,,,,,,65.0,11.2
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=12649,12649,Land Rover Discovery Sport Mild Hybrid,199888.0,Land Rover,Petrol-Electric,4-cylinder in-line 16-valve Turbocharged,Lithium-ion,All-wheel drive,9-speed (A),147.0,320.0,206.0,SUV,7.0,1571794.0,,,,,,,,67.0,10.3
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=21676,21676,Kia Niro Electric,,Kia,Electric,Electric Motor,Lithium-ion,Front-wheel drive,Single-speed (A),108.0,255.0,167.0,SUV,5.0,451.0,64.8,460.0,6.17,11.0,5.9,300.0,0.2,,
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=21625,21625,Volvo XC60 Plug-in Hybrid,343000.0,Volvo,Petrol-Electric,4-cylinder in-line 16-valve Turbocharged,Lithium-ion,All-wheel drive,8-speed (A),228.0,709.0,180.0,SUV,5.0,4681395.0,,,,,,,,71.0,76.9
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=21964,21964,Skyworth K Electric,179888.0,Skyworth,Electric,Electric Motor,Nickel Cobalt Manganese,Front-wheel drive,Single-Speed (A),150.0,320.0,150.0,SUV,5.0,467.0,86.0,489.0,5.1,11.0,5.5,100.0,0.75,,
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=12936,12936,BMW i4 Gran Coupe Electric,342888.0,BMW,Electric,Electric Motor,Lithium-ion,Rear-wheel drive,Single-speed (A),210.0,400.0,190.0,Luxury Sedan,5.0,470.0,67.1,483.0,5.15,11.0,7.0,180.0,0.5,,
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=21726,21726,BYD Dolphin Electric,157388.0,BYD,Electric,Electric Motor,BYD Blade Battery,Front-wheel drive,Single-speed (A),70.0,180.0,130.0,Hatchback,5.0,3451310.0,44.9,340.0,6.6,7.0,7.5,60.0,0.7,,
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=12647,12647,Toyota Corolla Altis Hybrid,201888.0,Toyota,Petrol-Electric,4-cylinder in-line 16-valve Dual VVT-i,unknown,Front-wheel drive,CVT (A),70.0,142.0,160.0,Sedan,5.0,468.0,,,,,,,,43.0,21.7
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=12863,12863,Mercedes-Benz S-Class Mild Hybrid,515000.0,Mercedes-Benz,Petrol-Electric,6-cylinder in-line 24-valve Twin-Turbocharged,Lithium-ion,All-wheel drive,9G-Tronic (A),270.0,500.0,250.0,Luxury Sedan,,550.0,,,,,,,,76.0,11.8
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=21881,21881,Volvo EX40 Electric,268000.0,Volvo,Electric,Electric motor,Lithium-ion,Rear-wheel drive,Single-speed (A),175.0,420.0,180.0,SUV,5.0,4101286.0,70.0,479.0,5.34,11.0,7.0,180.0,0.5,,
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=12805,12805,Lexus IS 300h Hybrid,311800.0,Lexus,Petrol-Electric,4-cylinder in-line 16-valve DOHC with VVT-i,Nickel-metal Hydride,Rear-wheel drive,E-CVT (A),133.0,221.0,200.0,Luxury Sedan,5.0,450.0,,,,,,,,66.0,18.5
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=12883,12883,Subaru BRZ,222800.0,Subaru,Petrol,"4-cylinder Horizontally-opposed, 16-valve DOHC Boxer",,Rear-wheel drive,6-speed (M),172.0,250.0,226.0,Sports,2.0,201.0,,,,,,,,50.0,10.5
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=21973,21973,Aion V Electric,171988.0,Aion,Electric,Electric Motor,Lithium Iron Phosphate,Front-wheel drive,Single-speed (A),100.0,240.0,160.0,SUV,5.0,427.0,75.3,485.0,5.8,6.6,11.4,180.0,0.3,,
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=12314,12314,MINI John Cooper Works 3-Door,291900.0,MINI Past Cars,Petrol,4-cylinder in-line 16-valve TwinPower Turbocharged,,Front-wheel drive,8-speed (A) Steptronic Sport,170.0,320.0,246.0,Sports,4.0,211.0,,,,,,,,40.0,15.6
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=12433,12433,Suzuki Jimny,,Suzuki Past Cars,Petrol,4-cylinder in-line 16-valve DOHC,,All-wheel drive (Selectable),4-speed (A),75.0,130.0,,SUV,,,,,,,,,,40.0,13.6
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=21693,21693,McLaren Artura Plug-in Hybrid,,McLaren Past Cars,Petrol-Electric,V6 Twin-Turbocharged,Lithium-ion,Rear-wheel drive,8-speed (A),500.0,720.0,330.0,Sports,2.0,150.0,,,,,,,,66.0,21.8
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=21493,21493,BMW X3 Mild Hybrid,324888.0,BMW Past Cars,Petrol-Electric,4-cylinder in-line 16-valve TwinPower Turbocharged,Lithium-ion,All-wheel drive,8-speed (A) Steptronic,135.0,300.0,215.0,SUV,5.0,550.0,,,,,,,,65.0,14.3
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=21492,21492,BMW X3 M40i Mild Hybrid,426888.0,BMW Past Cars,Petrol-Electric,6-cylinder in-line TwinPower Turbocharged,Lithium-ion,All-wheel drive,8-speed (A) Steptronic Sport,265.0,500.0,250.0,SUV,5.0,550.0,,,,,,,,65.0,10.5
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=21950,21950,Honda Civic Hybrid,227999.0,Honda,Petrol-Electric,4-cylinder in-line,Lithium-ion,Front-wheel drive,E-CVT (A),105.0,315.0,,Sedan,5.0,493.0,,,,,,,,40.0,21.7
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=21713,21713,Mercedes-Benz GLC-Class Mild Hybrid,362888.0,Mercedes-Benz,Petrol-Electric,4-cylinder in line 16-valves Turbocharged,Lithium-ion,All-wheel drive,9G-Tronic (A),150.0,320.0,221.0,SUV,5.0,620.0,,,,,,,,62.0,13.3
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=11881,11881,Honda N-Box,143000.0,Honda,Petrol,3-Cylinder Turbocharged,,Front-wheel drive,CVT (A),47.0,104.0,134.0,Hatchback,,,,,,,,,,27.0,
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=21850,21850,Toyota Crown Hybrid,295800.0,Toyota,Petrol-Electric,4-cylinder in-line 16-valve,Nickel metal hydride,All-wheel drive,E-CVT (A),137.0,,,SUV,5.0,397.0,,,,,,,,55.0,21.3
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=21868,21868,Mazda CX-80 Plug-in Hybrid,343888.0,Mazda,Petrol-Electric,4-cylinder in-line 16-valve DOHC e-SKYACTIV-G,Lithium-ion,All-wheel drive,8-speed (A),141.0,500.0,195.0,SUV,7.0,2581971.0,,,,,,,,70.0,62.5
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=12631,12631,Mazda CX-30,216888.0,Mazda,Petrol,4-cylinder in-line 16-valve DOHC SKYACTIV-G,,Front-wheel drive,6-speed (A),121.0,213.0,196.0,SUV,5.0,422.0,,,,,,,,51.0,15.2
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=21561,21561,Mercedes-Benz EQS Electric,509000.0,Mercedes-Benz,Electric,Asynchronous motor,Lithium-ion,Front-wheel drive,Single-speed (A),245.0,568.0,209.0,Luxury Sedan,5.0,610.0,107.8,713.0,7.2,11.0,10.0,200.0,0.5,,
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=12212,12212,Toyota Noah Hybrid 2017,203900.0,Toyota,Petrol-Electric,4-cylinder 16-valve DOHC,Nickel metal hydride,Front-wheel drive,E-CVT (A),73.0,142.0,,MPV,7.0,,,,,,,,,55.0,23.8
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=12836,12836,BMW iX Electric,456888.0,BMW,Electric,Electric Motor,Lithium-ion,All-wheel drive,Single-speed (A),240.0,630.0,200.0,SUV,5.0,5001750.0,76.6,425.0,4.0,11.0,7.0,150.0,0.5,,
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=21808,21808,Hyundai Kona Electric,178888.0,Hyundai,Electric,Electric Motor,Lithium-ion,Front-wheel drive,Single-speed (A),99.0,255.0,162.0,SUV,5.0,4661300.0,48.6,456.0,8.3,11.0,5.25,350.0,0.72,,
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=12455,12455,Porsche 911,562688.0,Porsche,Petrol,6-cylinder Horizontally Opposed Twin-Turbocharged,,Rear-wheel drive,8-speed (A) PDK,287.0,450.0,293.0,Sports,4.0,264.0,,,,,,,,64.0,10.6
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=12450,12450,Toyota GR Supra,295888.0,Toyota,Petrol,6-cylinder in-line 24-valve DOHC Turbocharged,,Rear-wheel drive,8-speed (A),250.0,500.0,250.0,Sports,2.0,290.0,,,,,,,,52.0,13.0
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=12581,12581,Nissan NV200 Petrol,101900.0,Nissan,Petrol,4-cylinder in-line DOHC,,Front-wheel drive,CVT (A),83.0,150.0,,Commercial,2.0,4200.0,,,,,,,,55.0,12.8
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=12901,12901,Volkswagen Golf GTI,270900.0,Volkswagen,Petrol,4-cylinder in-line 16-valve Turbocharged,,Front-wheel drive,7-speed (A) DSG,195.0,370.0,250.0,Sports,5.0,374.0,,,,,,,,50.0,12.8
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=21889,21889,MINI Countryman Electric,246888.0,MINI,Electric,Electric motor,Lithium-ion,Front-wheel drive,Single-speed (A),150.0,250.0,170.0,SUV,5.0,4601450.0,66.5,462.0,5.7,11.0,6.25,130.0,0.5,,
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=12595,12595,BMW M135i,319888.0,BMW Past Cars,Petrol,4-cylinder in-line Turbocharged,,All-wheel drive,8-speed (A) Steptronic,225.0,450.0,250.0,Hatchback,5.0,380.0,,,,,,,,50.0,13.3
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=12841,12841,Mercedes-Benz E-Class Saloon Mild Hybrid,598888.0,Mercedes-Benz Past Cars,Petrol-Electric,6-cylinder in-line Turbocharged,Lithium-ion,All-wheel drive,9G-Tronic (A) AMG SPEEDSHIFT TCT,320.0,520.0,250.0,Luxury Sedan,,,,,,,,,,80.0,11.1
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=21482,21482,Mercedes-Benz E-Class Saloon Plug-in Hybrid,401888.0,Mercedes-Benz Past Cars,Petrol-Electric,4-cylinder in-line 16-valve Turbocharged,Lithium-ion,Rear-wheel drive,9G-Tronic (A),155.0,700.0,250.0,Luxury Sedan,5.0,370.0,,,,,,,,60.0,43.5
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=21675,21675,Subaru WRX Wagon,228800.0,Subaru Past Cars,Petrol,"4-cylinder, 16-valve DOHC Turbocharged Boxer",,All-wheel drive,8-speed (A) Sport Lineartronic CVT,202.0,350.0,215.0,Stationwagon,5.0,492.0,,,,,,,,63.0,10.53
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=12340,12340,MINI Cooper S 3-Door,148888.0,MINI Past Cars,Petrol,4-cylinder in-line 16-valve TwinPower Turbocharged,,Front-wheel drive,7-speed (A) DCT Sports,141.0,280.0,235.0,Sports,,211.0,,,,,,,,40.0,17.5
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=21662,21662,Suzuki Landy Hybrid,199100.0,Suzuki,Petrol-Electric,4-cylinder in-line,Lithium ion,Front-wheel drive,E-CVT (A),72.0,142.0,,MPV,7.0,,,,,,,,,52.0,23.2
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=21772,21772,Mercedes-Benz GLC-Class Coupe Mild Hybrid,428888.0,Mercedes-Benz,Petrol-Electric,4-cylinder in-line 16-valves Turbocharged,unknown,All-wheel drive,9G-Tronic (A),,400.0,246.0,SUV,5.0,5451490.0,,,,,,,,62.0,12.8
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=21951,21951,Honda Freed,164600.0,Honda,Petrol,4-cylinder in-line 16-valve DOHC,,Front-wheel drive,CVT (A),87.0,142.0,,MPV,7.0,,,,,,,,,42.0,16.3
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=21584,21584,Mercedes-Benz EQS Electric,570888.0,Mercedes-Benz,Electric,Dual Electric Motors,Lithium-ion,All-wheel drive,Single-speed (A),484.0,950.0,250.0,Luxury Sedan,5.0,580.0,107.8,570.0,4.3,11.0,10.0,200.0,0.5,,
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=21919,21919,smart #3 electric,228000.0,smart,Electric,Electric Motor,Lithium nickel manganese cobalt,Rear-wheel drive,Single-speed (A),200.0,343.0,180.0,SUV,5.0,3701160.0,66.0,435.0,5.95,7.4,7.5,150.0,0.5,,
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=21735,21735,Mazda CX-60,303888.0,Mazda,Petrol,4-cylinder in-line 16-valve DOHC SKYACTIV-G,,Rear-wheel drive,8-speed (A),141.0,261.0,203.0,SUV,5.0,4771148.0,,,,,,,,58.0,12.8
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=21942,21942,Toyota Land Cruiser 250,344000.0,Toyota,Petrol,4-cylinder in-line 16-valve Dual VVT-i,,All-wheel drive,6-speed (A) Super ECT,120.0,246.0,,SUV,7.0,408.0,,,,,,,,,7.5
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=21628,21628,Mercedes-Benz EQE Electric,403888.0,Mercedes-Benz,Electric,Dual AMG-specific PSM motors,Lithium-ion,All-wheel drive,Single-speed (A),350.0,858.0,210.0,Luxury Sedan,5.0,,90.6,535.0,4.8,11.0,7.4,170.0,0.5,,
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=21870,21870,Skoda Enyaq Electric,236400.0,Skoda,Electric,Electric motor,Lithium-ion,Rear-wheel drive,Single-speed (A),210.0,545.0,180.0,SUV,5.0,5851710.0,82.0,565.0,5.2,11.0,7.5,135.0,0.5,,
https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=21958,21958,NETA AYA Electric,143888.0,NETA,Electric,Electric Motor,Lithium Iron Phosphate,Front-wheel drive,Single-speed (A),70.0,150.0,101.0,SUV,5.0,335588.0,40.7,338.0,7.2,6.6,8.0,56.0,0.5,,
